2023-11-17 12:31:05,015 INFO    StreamThr :20476 [internal.py:wandb_internal():86] W&B internal server running at pid: 20476, started at: 2023-11-17 12:31:05.015298
2023-11-17 12:31:05,023 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: status
2023-11-17 12:31:05,027 INFO    WriterThread:20476 [datastore.py:open_for_write():85] open: C:\Users\sagoi\OneDrive\Desktop\Grammarly\wandb\run-20231117_123104-h51o3i2s\run-h51o3i2s.wandb
2023-11-17 12:31:05,033 DEBUG   SenderThread:20476 [sender.py:send():380] send: header
2023-11-17 12:31:05,226 DEBUG   SenderThread:20476 [sender.py:send():380] send: run
2023-11-17 12:31:06,825 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 12:31:06,837 INFO    SenderThread:20476 [dir_watcher.py:__init__():211] watching files in: C:\Users\sagoi\OneDrive\Desktop\Grammarly\wandb\run-20231117_123104-h51o3i2s\files
2023-11-17 12:31:06,837 INFO    SenderThread:20476 [sender.py:_start_run_threads():1124] run started: h51o3i2s with start time 1700204465.001835
2023-11-17 12:31:06,837 DEBUG   SenderThread:20476 [sender.py:send_request():407] send_request: check_version
2023-11-17 12:31:08,107 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 12:31:09,054 DEBUG   HandlerThread:20476 [system_info.py:__init__():32] System info init
2023-11-17 12:31:09,054 DEBUG   HandlerThread:20476 [system_info.py:__init__():47] System info init done
2023-11-17 12:31:09,054 INFO    HandlerThread:20476 [system_monitor.py:start():194] Starting system monitor
2023-11-17 12:31:09,054 INFO    SystemMonitor:20476 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 12:31:09,054 INFO    HandlerThread:20476 [system_monitor.py:probe():214] Collecting system info
2023-11-17 12:31:09,061 INFO    SystemMonitor:20476 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 12:31:09,061 INFO    SystemMonitor:20476 [interfaces.py:start():190] Started disk monitoring
2023-11-17 12:31:09,061 INFO    SystemMonitor:20476 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 12:31:09,081 INFO    SystemMonitor:20476 [interfaces.py:start():190] Started memory monitoring
2023-11-17 12:31:09,101 INFO    SystemMonitor:20476 [interfaces.py:start():190] Started network monitoring
2023-11-17 12:31:09,111 DEBUG   HandlerThread:20476 [system_info.py:probe():196] Probing system
2023-11-17 12:31:09,117 DEBUG   HandlerThread:20476 [system_info.py:_probe_git():181] Probing git
2023-11-17 12:31:09,544 DEBUG   HandlerThread:20476 [system_info.py:_probe_git():189] Probing git done
2023-11-17 12:31:09,544 DEBUG   HandlerThread:20476 [system_info.py:probe():244] Probing system done
2023-11-17 12:31:09,544 DEBUG   HandlerThread:20476 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2023-11-17T07:01:09.111986', 'startedAt': '2023-11-17T07:01:04.974158', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\sagoi\\OneDrive\\Desktop\\Grammarly\\baseTorch.py', 'codePathLocal': 'baseTorch.py', 'codePath': 'baseTorch.py', 'git': {'remote': 'https://github.com/JatinSingh28/grammarly-reverse-engineered.git', 'commit': 'cb8308d6f4172a575e362ee38bb898c4527c4025'}, 'email': 'sagoisinghjatin9951@gmail.com', 'root': 'C:/Users/sagoi/OneDrive/Desktop/Grammarly', 'host': 'Asus', 'username': 'sagoi', 'executable': 'C:\\Users\\sagoi\\OneDrive\\Desktop\\Grammarly\\venv\\Scripts\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1496.0, 'min': 0.0, 'max': 2600.0}, 'cpu_freq_per_core': [{'current': 1496.0, 'min': 0.0, 'max': 2600.0}], 'disk': {'/': {'total': 375.4368324279785, 'used': 184.27451705932617}}, 'gpu': 'NVIDIA GeForce RTX 2050', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2050', 'memory_total': 4294967296}], 'memory': {'total': 15.677627563476562}}
2023-11-17 12:31:09,544 INFO    HandlerThread:20476 [system_monitor.py:probe():224] Finished collecting system info
2023-11-17 12:31:09,544 INFO    HandlerThread:20476 [system_monitor.py:probe():227] Publishing system info
2023-11-17 12:31:09,544 DEBUG   HandlerThread:20476 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-17 12:31:09,546 DEBUG   HandlerThread:20476 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-17 12:31:09,546 INFO    HandlerThread:20476 [system_monitor.py:probe():229] Finished publishing system info
2023-11-17 12:31:09,581 DEBUG   SenderThread:20476 [sender.py:send():380] send: files
2023-11-17 12:31:09,581 INFO    SenderThread:20476 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-17 12:31:09,605 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: stop_status
2023-11-17 12:31:09,607 DEBUG   SenderThread:20476 [sender.py:send_request():407] send_request: stop_status
2023-11-17 12:31:09,611 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-17 12:31:09,897 INFO    Thread-16 :20476 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\sagoi\OneDrive\Desktop\Grammarly\wandb\run-20231117_123104-h51o3i2s\files\wandb-metadata.json
2023-11-17 12:31:09,897 INFO    Thread-16 :20476 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\sagoi\OneDrive\Desktop\Grammarly\wandb\run-20231117_123104-h51o3i2s\files\requirements.txt
2023-11-17 12:31:10,804 DEBUG   SenderThread:20476 [sender.py:send():380] send: telemetry
2023-11-17 12:31:10,804 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: status_report
2023-11-17 12:31:12,641 INFO    wandb-upload_0:20476 [upload_job.py:push():131] Uploaded file C:\Users\sagoi\AppData\Local\Temp\tmpftbdm353wandb\40z9vp6a-wandb-metadata.json
2023-11-17 12:31:15,839 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: status_report
2023-11-17 12:31:20,151 DEBUG   SenderThread:20476 [sender.py:send():380] send: telemetry
2023-11-17 12:31:21,159 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: status_report
2023-11-17 12:31:24,606 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-17 12:31:24,614 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: stop_status
2023-11-17 12:31:24,614 DEBUG   SenderThread:20476 [sender.py:send_request():407] send_request: stop_status
2023-11-17 12:31:26,959 DEBUG   HandlerThread:20476 [handler.py:handle_request():146] handle_request: status_report
